publish_date,headline_text
20031022,mental state alleged triple murderer
20030825,rain disrupts rally drivers
20030619,capriati and rubin win eastbourne
20030712,pies too strong dockers
20031201,mitchell offensive all blacks search
20030305,utrecht reach dutch cup semis
20030913,zimbabwe police shut down private newspaper
20030904,habib family shocked terror contact claim
20031224,act govt considers coroners findings
20031224,alice residents get christmas gp access
20031024,libs set choose ballarat candidate
20030827,questions raised delayed mine death ruling
20030306,woman dead children injured nsw car accident
20030401,survey finds smaller wa forested area
20030722,anderson backs pm iraq stance
20031110,rioters pelt perth police bottles
20030831,one four britons says diana was murdered
20030909,nrl players association probe negotiation options
20031204,afghanis return aust student visas
20030717,nba champs re sign mvp duncan
20030525,aceh offensive could last months analyst
20031014,liberia gets new president ahead elections
20031219,indigenous students create history
20030603,roo meat ready export
20031107,russians name top four fed cup finals
20030321,kournikova thumped front home crowd
20031109,south korean workers clash riot police
20030225,missing tourists found safe
20030812,sa govt admits care funding cut a mistake
20030425,police investigating melbourne computer thefts
20030511,openers steer australia back track
20030316,olympics adams ban
20030630,natasha ryan sides officer who ignored
20030310,3 adults 1 child die melbourne house fire
20030225,australian dollar reaches two year high
20031005,bush condemns suicide bombing israel
20030227,woman found search nudgee beach
20031121,cheap sa power project hold
20030402,harwood declared fit aust a match
20030908,anderson stay
20031017,south africa steady first day pakistan
20030402,community gets striking miners
20030527,miner rejects pollution claims
20030708,simons stands proteas skipper smith
20030401,blaze damages nimmitabel hotel
20030815,qld govt asked back sugarcane plan
20031124,heal set play greek league
20030911,five killed mexican fireworks blast
20030307,govt body ordered pay compo sydney bushfire
20030412,irish eyes smile woods struggles
20030221,tuckey laments gungahlin drive planning problems
20030805,bank stocks push asx higher
20031125,quinn seeks stop beach sand pumping
20030929,council hear details cheaper pool
20030620,season recruiting paying off cowboys
20030326,carr rejig cabinet fresh faces
20031025,thousands flee californian fires
20030710,north korea prepared war
20031216,home building levels increase
20030722,16 arrested saudi terrorist crackdown
20030918,worlds oldest genitals discovered scotland
20030721,qld mp hopes new strategy will boost local tourism
20030906,soldier hurt mosul grenade attack witnesses
20031111,vic govt urged clarify toxic waste plans
20030704,george town aims weather ferry disappointment
20031214,arab prisoners seriously injured custody red
20030915,call crackdown wealth creating schemes
20031210,govt ban point nepean construction
20030708,nigerian unions call off fuel strike
20030903,union backed alliance files returns aec
20031016,surgery ends davenports season
20030318,turkey may be ready assist
20030630,charlies angels topple the hulk
20030709,carr rejects two armed bandit charge
20030702,plan mooted emergency services nerve centre
20030411,high noon the toon united
20031125,research tests termite proofing options
20030724,hewitt seeded fifth open
20031126,drought shears sheep numbers
20030422,council probes water options
20030822,who help china prevent disease
20030306,up 20000 homeless cyclone ravages
20031215,nrma says queensland has towing problem
20030411,son sentenced 30 years jail double murder
20030815,plastic bag levy wins public support brown says
20031029,rusty kangaroos defeat england a
20031024,sa timber workers strike south east
20030808,community groups share funds
20030910,polanski remake oliver twist
20030702,defence personnel end long east timor stint
20030322,cities bombed northern iraq
20030419,nt looks sponsor overseas teachers
20030912,power recall collins james vital clash
20030406,warns possible terror strikes uzbekistan
20030826,hanson supporters protest prison
20030408,tigers denied odonnell suspension appeal
20030409,wa govt wont force council mergers
20030918,opposition critical police offer png
20030921,superstar hewitt secures home final
20031015,police investigate fatal car fire
20030923,oneill demands action club v country disgrace
20030529,all ords makes small gain lend lease plunges
20030821,netball hots up off and court
20031108,all blacks sink springboks
20030330,no trace funny fuel se qld
20030724,man questioned hit and run death
20030610,abs reviews rockhampton district boundaries
20030923,bracks hails grand final scalping crackdown
20030825,ettridge lodges fraud appeal
20030307,sydneys regent theatre become residential site
20030306,elber double sends bayern german cup final
20030315,vic peace rallies will make a point organisers
20030822,nats think education policy change workable
20031016,miner wont guarantee kimberley jobs
20030802,bombers keep finals hopes alive
20030809,darters pip swifts thunderbirds dump sandpipers
20030811,magistrate promises suspended jail terms
20030322,dravid don gloves injury
20031006,residents look lower cost
20030624,probes iraq syria border attack
20030620,probe begins fatal chopper crash
20030326,planning begins outback challenge
20030416,association welcomes delayed elections
20030715,mp urges police community partnerships
20030930,yeppoon hosts national salinity conference
20031003,fed govt maintain nt defence commitment
20030621,colombia back track utting saves kiwi blushes
20030221,patterson no show childish wa minister
20030311,council urged embrace parking issues
20030622,lewis francis and raquil put euro speed show
20031128,virgin blue gold coast perth flights set take
20030912,speculation classified files fell chinese
20030529,broncos re sign myers carlaw and parker
20031113,two soldiers killed four wounded iraq
20030917,council rejects lake water craft ban
20030628,port power swans
20030529,rivkin gets weekend jail 30000 fine
20030403,hotel fire puts auction hold
20031203,concerns tuna industry uncertainty
20030922,war vets get key the city wodonga
20030403,group likely urge public access pastoral
20030219,more water restrictions predicted northern tas
